instance,size,density,sa_energy,cplex_energy,velox_energy,gap_cplex,gap_sa,runtime_velox,runtime_sa,runtime_cplex
random3BodyIsing_L=156_5.h5,310,0.016045785639958378,-607.1347,-607.5189,-605.1604,0.38822174,0.32518387,0.038043657,1.512787183,0.089435261
random3BodyIsing_L=156_6.h5,310,0.016045785639958378,-627.8011,-627.8011,-624.845,0.47086823,0.47086823,0.039185574,1.49621419,0.055922174
random3BodyIsing_L=156_7.h5,310,0.016045785639958378,-642.0776,-642.661,-637.2882,0.83602434,0.7459173,0.038739629,1.497502455,0.057446264
random3BodyIsing_L=156_8.h5,310,0.016045785639958378,-602.17584,-602.57544,-600.2527,0.38547105,0.31936797,0.040836328,1.512282626,0.073552307
random3BodyIsing_L=156_9.h5,310,0.016045785639958378,-638.4349,-639.2657,-633.7568,0.86175615,0.7327451,0.061608402,1.487834746,0.058029374
random3BodyIsing_L=433_1.h5,864,0.005776320301783265,-1687.9453,-1695.6617,-1670.0989,1.5075451,1.0572876,0.057697358,3.961976134,0.209223561
random3BodyIsing_L=433_10.h5,864,0.005776320301783265,-1700.3716,-1708.965,-1684.8347,1.4119803,0.91373354,0.072512666,3.96415835,0.289217589
random3BodyIsing_L=433_2.h5,864,0.005776320301783265,-1748.1746,-1754.1554,-1730.9321,1.3239002,0.98631066,0.073162015,3.966004334,0.227544515
random3BodyIsing_L=433_3.h5,864,0.005776320301783265,-1695.9587,-1700.7231,-1676.4966,1.424486,1.1475608,0.056913359,3.967107164,0.262837403
random3BodyIsing_L=433_4.h5,864,0.005776320301783265,-1756.1624,-1764.3707,-1741.9781,1.2691538,0.80768186,0.067677949,3.950723136,0.220619444
random3BodyIsing_L=433_5.h5,864,0.005776320301783265,-1737.091,-1745.6544,-1718.145,1.5758789,1.0906696,0.05942061,3.942656732,0.240288587
random3BodyIsing_L=433_6.h5,864,0.005776320301783265,-1704.0669,-1708.0293,-1688.7355,1.1295955,0.899696,0.056564439,3.961361285,0.21541994
random3BodyIsing_L=433_7.h5,864,0.005776320301783265,-1762.9265,-1771.2554,-1746.667,1.3881894,0.9223028,0.075049465,3.965723301,0.207739633
random3BodyIsing_L=433_8.h5,864,0.005776320301783265,-1750.895,-1758.7014,-1735.4896,1.3198256,0.8798583,0.070680822,3.972537178,0.218520467
random3BodyIsing_L=433_9.h5,864,0.005776320301783265,-1673.2852,-1680.9213,-1653.9001,1.6075184,1.1585001,0.059555046,3.947485985,0.200801441
random3BodyIsing_L=1000_1.h5,1998,0.0025004984964944925,-4038.5022,-4070.9668,-3990.3516,1.9802479,1.1922894,0.100810603,10.333824208,0.83179193
random3BodyIsing_L=1000_10.h5,1998,0.0025004984964944925,-3890.6816,-3917.851,-3844.934,1.8611476,1.1758237,0.109458537,8.819587834,0.829319404
random3BodyIsing_L=1000_2.h5,1998,0.0025004984964944925,-3915.377,-3945.8547,-3862.4814,2.1129336,1.3509685,0.109914767,8.809271974,0.875247305
